state1,state2,interval,type,drainage1,disturbance1,cover_type1,soil1,age1,drainage2,disturbance2,cover_type2,soil2,age2,precip,mean_temp,max_temp,min_temp,id,longitude,latitude
0,0,11,Absent,NA,NA,NA,NA,NA,NA,NA,R,NA,50,979.0,2.0100000000000002,7.0649999999999995,-3.05,7501109102,-67.095221,48.634312
0,0,9,Absent,NA,NA,R,NA,50,30,NA,R,1A,30,1144.5,2.045,6.9399999999999995,-2.85,7501109102,-67.095221,48.634312
0,0,8,Absent,30,NA,R,1A,30,30,NA,R,1A,50,1077.5,2.425,7.35,-2.5,7501109102,-67.095221,48.634312
0,0,10,Absent,NA,NA,R,NA,90,NA,NA,R,NA,120,1201.5,0.5249999999999999,5.585,-4.54,7601101001,-66.680381,48.570172
0,0,11,Absent,NA,NA,R,NA,120,40,NA,R,8A,30,1093.5,0.37,5.175,-4.445,7601101001,-66.680381,48.570172
0,0,6,Absent,40,NA,R,8A,30,40,NA,R,8A,30,1039.0,0.805,5.51,-3.9050000000000002,7601101001,-66.680381,48.570172
0,0,7,Absent,NA,NA,NA,NA,NA,NA,CP,M,NA,10,1093.0,2.4850000000000003,8.629999999999999,-3.665,7601504702,-75.016724,46.537823
0,0,14,Absent,NA,CP,M,NA,10,40,NA,R,1A,30,1026.0,2.745,8.879999999999999,-3.395,7601504702,-75.016724,46.537823
0,0,9,Absent,40,NA,R,1A,30,40,NA,M,1A,30,1154.0,3.525,9.41,-2.3600000000000003,7601504702,-75.016724,46.537823
0,0,11,Absent,NA,CP,F,NA,70,NA,NA,NA,NA,NA,996.5,1.7999999999999998,6.86,-3.26,7501109101,-67.100495,48.633122
0,0,9,Absent,NA,NA,NA,NA,NA,30,NA,NA,1A,NA,1163.5,1.835,6.73,-3.0549999999999997,7501109101,-67.100495,48.633122
0,0,8,Absent,30,NA,NA,1A,NA,30,NA,R,1A,10,1091.5,2.23,7.135,-2.675,7501109101,-67.100495,48.633122
1,1,8,Present,NA,NA,F,NA,50,NA,NA,F,NA,50,1050.0,3.935,9.530000000000001,-1.665,7601601402,-75.543614,45.698974
1,1,8,Present,NA,NA,F,NA,50,30,NA,F,1AY,70,1059.5,4.025,9.49,-1.4449999999999998,7601601402,-75.543614,45.698974
1,1,11,Present,30,NA,F,1AY,70,30,NA,F,1AY,JIN,1108.0,3.77,9.274999999999999,-1.7399999999999998,7601601402,-75.543614,45.698974
0,0,14,Absent,30,NA,F,5S,50,30,CP,F,5S,JIN,1123.0,5.585,10.65,0.525,9509901101,-72.381214,45.900629
0,0,14,Absent,30,NA,NA,5S,NA,30,NA,F,5S,10,1123.5,5.58,10.64,0.525,9509901102,-72.386419,45.899447
0,0,12,Absent,30,NA,NA,5S,NA,30,CP,M,1A,JIN,934.0,2.205,7.875,-3.46,9500804202,-71.403048,48.686029
0,0,18,Absent,30,NA,R,1AM,120,30,NA,R,1AM,10,973.5,0.6849999999999999,6.245,-4.875,9204304502,-73.755058,49.515101
0,0,18,Absent,30,NA,M,1A,50120,30,NA,R,1A,70120,976.5,0.6250000000000001,6.18,-4.93,9204304501,-73.749333,49.516327
0,0,12,Absent,20,NA,F,1AM,50,30,NA,M,1AY,50,937.5,2.175,7.845000000000001,-3.49,9500804201,-71.39953,48.682953
0,0,11,Absent,NA,EL,R,NA,50,NA,EL,R,NA,90,1195.0,1.3800000000000001,7.265,-4.495,7608601501,-74.215324,46.433931
0,0,10,Absent,NA,EL,R,NA,90,60,EL,R,7T,90,1100.0,1.655,7.58,-4.26,7608601501,-74.215324,46.433931
0,0,6,Absent,NA,CP,M,NA,VIN,30,NA,M,1AY,70,1015.5,2.21,8.565,-4.140000000000001,9109606602,-74.666905,46.723278
0,0,10,Absent,30,NA,M,1AY,70,NA,NA,NA,NA,NA,1061.5,2.16,8.370000000000001,-4.050000000000001,9109606602,-74.666905,46.723278
0,0,6,Absent,NA,NA,R,NA,70,60,NA,R,7E,70,1019.5,2.17,8.52,-4.175000000000001,9109606601,-74.663623,46.720333
0,0,10,Absent,60,NA,R,7E,70,60,NA,R,7E,70,1065.5,2.1149999999999998,8.32,-4.09,9109606601,-74.663623,46.720333
0,0,11,Absent,NA,NA,M,NA,50,NA,NA,M,NA,70,1194.5,1.3800000000000001,7.265,-4.5,7608601502,-74.212327,46.436685
0,0,10,Absent,NA,NA,M,NA,70,30,EL,M,M1A,50,1099.0,1.655,7.58,-4.265,7608601502,-74.212327,46.436685
0,0,10,Absent,NA,NA,R,NA,90,NA,NA,NA,NA,NA,1207.0,0.47,5.535,-4.595,7601101002,-66.684321,48.567038
0,0,11,Absent,NA,NA,NA,NA,NA,30,CP,R,8A,30,1098.5,0.31,5.125,-4.5,7601101002,-66.684321,48.567038
0,0,6,Absent,30,CP,R,8A,30,30,NA,R,8A,30,1043.0,0.75,5.46,-3.95,7601101002,-66.684321,48.567038
0,0,8,Absent,NA,NA,M,NA,50,NA,NA,M,NA,50,1020.0,3.295,8.51,-1.92,7000409302,-71.105487,45.99797
0,0,7,Absent,NA,NA,M,NA,50,NA,NA,M,NA,50,1056.5,3.15,8.46,-2.16,7000409302,-71.105487,45.99797
0,0,12,Absent,NA,NA,M,NA,50,40,NA,M,1A,50,1084.5,3.205,8.51,-2.0949999999999998,7000409302,-71.105487,45.99797
0,0,13,Absent,40,NA,M,1A,50,40,NA,F,1A,10,1144.5,4.54,9.585,-0.5,7000409302,-71.105487,45.99797
0,0,6,Absent,NA,NA,R,NA,50,NA,NA,R,NA,50,723.0,0.445,6.495,-5.605,7501409602,-78.905347,50.317826
0,0,15,Absent,NA,NA,R,NA,50,50,NA,R,7E,50,729.5,0.26,6.075,-5.545,7501409602,-78.905347,50.317826
0,0,14,Absent,50,NA,R,7E,50,50,NA,NA,7E,NA,764.0,1.095,6.59,-4.390000000000001,7501409602,-78.905347,50.317826
0,0,9,Absent,NA,NA,R,NA,10,20,EPC,R,2A,30,1000.0,-0.4,5.365,-6.165,9003301302,-74.8076,50.849146
0,0,9,Absent,NA,NA,R,NA,10,20,EPC,R,2A,30,998.0,-0.375,5.390000000000001,-6.14,9003301301,-74.802248,50.850222
0,0,6,Absent,NA,NA,R,NA,50,NA,NA,R,NA,50,722.5,0.45,6.505,-5.6,7501409601,-78.899888,50.316581
0,0,15,Absent,NA,NA,R,NA,50,50,NA,R,7E,50,729.0,0.27,6.08,-5.545,7501409601,-78.899888,50.316581
0,0,14,Absent,50,NA,R,7E,50,50,NA,NA,7E,NA,764.0,1.105,6.59,-4.390000000000001,7501409601,-78.899888,50.316581
1,1,8,Present,NA,NA,F,NA,30,NA,NA,F,NA,50,1000.5,3.1550000000000002,8.255,-1.9449999999999998,7000411901,-71.049518,46.233276
1,1,7,Present,NA,NA,F,NA,50,NA,NA,F,NA,50,1034.0,3.0,8.18,-2.185,7000411901,-71.049518,46.233276
1,1,12,Present,NA,NA,F,NA,50,30,CP,F,1AY,30,1082.0,3.005,8.26,-2.25,7000411901,-71.049518,46.233276
1,1,13,Present,30,CP,F,1AY,30,30,NA,F,1AY,30,1136.5,4.425,9.485,-0.6349999999999999,7000411901,-71.049518,46.233276
1,1,8,Present,NA,EL,F,NA,70,NA,CP,F,NA,70,1002.5,3.125,8.215,-1.9649999999999999,7000411902,-71.049621,46.237046
1,1,7,Present,NA,CP,F,NA,70,NA,CP,F,NA,70,1036.5,2.9699999999999998,8.145,-2.205,7000411902,-71.049621,46.237046
1,1,12,Present,NA,CP,F,NA,70,30,CP,F,1AY,JIN,1085.0,2.975,8.23,-2.2750000000000004,7000411902,-71.049621,46.237046
1,1,13,Present,30,CP,F,1AY,JIN,30,CP,F,1AY,VIN,1139.0,4.395,9.455,-0.66,7000411902,-71.049621,46.237046
0,0,9,Absent,NA,NA,M,NA,50,NA,NA,F,NA,50,1062.0,1.33,6.4,-3.74,7608101202,-69.510567,48.766261
0,0,7,Absent,NA,NA,F,NA,50,10,NA,F,1AM,70,1065.5,1.365,6.305,-3.575,7608101202,-69.510567,48.766261
0,0,7,Absent,10,NA,F,1AM,70,20,NA,F,1AY,50,1071.5,2.6750000000000003,7.57,-2.225,7608101202,-69.510567,48.766261
0,0,9,Absent,NA,NA,M,NA,50,NA,EL,M,NA,50,1110.5,0.73,5.795,-4.34,7608101201,-69.516636,48.767617
0,0,7,Absent,NA,EL,M,NA,50,20,NA,M,1AY,50,1106.0,0.76,5.675,-4.16,7608101201,-69.516636,48.767617
0,0,7,Absent,20,NA,M,1AY,50,30,NA,M,1AY,50,1111.0,2.09,6.97,-2.795,7608101201,-69.516636,48.767617
0,0,8,Absent,30,NA,R,1A,120,30,CP,R,8A,120,1124.0,2.5,7.505,-2.51,9500700202,-68.610205,48.084007
0,0,8,Absent,30,NA,M,1A,10,30,EPC,R,8A,10,1102.5,2.76,7.765000000000001,-2.25,9500700201,-68.61568,48.083334
0,0,7,Absent,NA,NA,R,NA,30,NA,NA,R,NA,50,1009.5,0.7949999999999999,6.33,-4.73,7300801301,-74.750183,48.16299
0,0,18,Absent,NA,NA,R,NA,50,40,NA,R,1A,70,969.0,1.33,7.095000000000001,-4.425,7300801301,-74.750183,48.16299
0,0,12,Absent,40,NA,R,1A,70,30,NA,R,1A,70,965.5,3.265,8.77,-2.23,7300801301,-74.750183,48.16299
0,0,7,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,30,1008.5,0.815,6.34,-4.720000000000001,7300801302,-74.750316,48.16682
0,0,18,Absent,NA,NA,R,NA,30,30,NA,R,1A,50,968.0,1.345,7.105,-4.415,7300801302,-74.750316,48.16682
0,0,12,Absent,30,NA,R,1A,50,30,NA,R,1A,70,964.5,3.2800000000000002,8.780000000000001,-2.2199999999999998,7300801302,-74.750316,48.16682
0,0,7,Absent,NA,NA,R,NA,30,NA,EL,M,NA,30,943.5,1.1199999999999999,7.685,-5.449999999999999,7109504501,-75.249412,47.249761
0,0,9,Absent,NA,EL,M,NA,30,NA,EL,F,NA,30,927.0,1.7249999999999999,8.030000000000001,-4.59,7109504501,-75.249412,47.249761
0,0,10,Absent,NA,EL,F,NA,30,40,EL,M,1A,50,990.5,1.9899999999999998,8.205,-4.23,7109504501,-75.249412,47.249761
0,0,9,Absent,40,EL,M,1A,50,40,NA,M,1A,50,1127.0,2.71,8.540000000000001,-3.12,7109504501,-75.249412,47.249761
0,0,5,Absent,NA,NA,R,NA,70,NA,EL,M,NA,70,980.0,-0.08000000000000002,5.875,-6.029999999999999,7501000402,-76.138286,48.184339
0,0,16,Absent,NA,EL,M,NA,70,34,NA,M,1A,10,1057.5,-0.185,5.654999999999999,-6.029999999999999,7501000402,-76.138286,48.184339
0,0,11,Absent,34,NA,M,1A,10,30,NA,M,1A,30,1037.0,0.815,6.555,-4.93,7501000402,-76.138286,48.184339
0,0,7,Absent,NA,NA,R,NA,50,NA,NA,R,NA,50,844.5,-0.605,5.46,-6.67,7200701001,-77.883383,49.316944
0,0,17,Absent,NA,NA,R,NA,50,40,NA,F,4GA,10,950.5,0.055,6.0,-5.890000000000001,7200701001,-77.883383,49.316944
0,0,11,Absent,40,NA,F,4GA,10,30,NA,F,4GA,10,857.0,0.55,6.395,-5.295,7200701001,-77.883383,49.316944
0,0,7,Absent,NA,NA,R,NA,30,NA,NA,R,NA,7030,946.0,1.085,7.645,-5.48,7109504502,-75.246026,47.253035
0,0,9,Absent,NA,NA,R,NA,7030,NA,NA,R,NA,50,929.5,1.6849999999999998,7.99,-4.62,7109504502,-75.246026,47.253035
0,0,10,Absent,NA,NA,R,NA,50,40,NA,R,1A,70,993.0,1.95,8.165,-4.26,7109504502,-75.246026,47.253035
0,0,9,Absent,40,NA,R,1A,70,40,NA,R,1A,JIN,1130.0,2.675,8.5,-3.1500000000000004,7109504502,-75.246026,47.253035
0,0,13,Absent,NA,NA,R,NA,VIN,40,NA,R,1AY,VIN,1105.0,-0.335,4.175,-4.85,8902200402,-61.410841,50.916315
0,0,12,Absent,NA,NA,R,NA,50,NA,NA,R,NA,70,1102.0,1.215,7.3149999999999995,-4.875,7609605601,-73.782948,47.250363
0,0,10,Absent,NA,NA,R,NA,70,20,NA,NA,2A,NA,1029.5,2.8449999999999998,8.805,-3.1100000000000003,7609605601,-73.782948,47.250363
0,0,12,Absent,20,NA,NA,2A,NA,30,NA,R,2A,1050,1017.5,4.16,9.844999999999999,-1.525,7609605601,-73.782948,47.250363
0,0,8,Absent,NA,NA,R,NA,30,NA,CP,R,NA,50,993.5,4.72,10.225,-0.79,7601600201,-75.482829,45.583172
0,0,8,Absent,NA,CP,R,NA,50,50,NA,R,5A,50,1002.0,4.795,10.190000000000001,-0.605,7601600201,-75.482829,45.583172
0,0,11,Absent,50,NA,R,5A,50,50,NA,R,5A,JIN,1059.0,4.51,9.95,-0.9299999999999999,7601600201,-75.482829,45.583172
1,1,7,Present,NA,CP,M,NA,50,NA,NA,M,NA,50,1052.5,2.52,7.944999999999999,-2.91,7209301102,-78.838751,46.616224
1,1,10,Present,NA,NA,M,NA,50,NA,NA,M,NA,50,1023.5,2.705,8.25,-2.8449999999999998,7209301102,-78.838751,46.616224
1,1,8,Present,NA,NA,M,NA,50,30,NA,M,1A,JIN,960.5,2.39,8.3,-3.5250000000000004,7209301102,-78.838751,46.616224
1,1,6,Present,30,NA,M,1A,JIN,30,NA,M,1A,JIN,978.0,2.785,8.43,-2.8600000000000003,7209301102,-78.838751,46.616224
1,1,7,Present,NA,CP,F,NA,5090,NA,NA,F,NA,50,1055.5,2.42,7.845,-3.01,7209301101,-78.833304,46.617279
1,1,10,Present,NA,NA,F,NA,50,NA,NA,F,NA,5090,1028.0,2.6,8.149999999999999,-2.9450000000000003,7209301101,-78.833304,46.617279
1,1,8,Present,NA,NA,F,NA,5090,20,NA,F,1AY,JIN,966.5,2.285,8.2,-3.62,7209301101,-78.833304,46.617279
1,1,6,Present,20,NA,F,1AY,JIN,20,NA,F,1AY,JIN,983.5,2.6900000000000004,8.329999999999998,-2.95,7209301101,-78.833304,46.617279
1,0,8,Extinction,NA,NA,M,NA,NA,NA,NA,M,NA,70,1104.5,3.3600000000000003,9.2,-2.475,7608800401,-74.726483,46.025492
0,0,5,Absent,NA,NA,M,NA,70,NA,NA,M,NA,70,1095.5,3.4350000000000005,9.395,-2.52,7608800401,-74.726483,46.025492
0,0,8,Absent,NA,NA,M,NA,70,30,NA,M,1A,VIN,1100.5,2.91,8.975,-3.15,7608800401,-74.726483,46.025492
0,0,10,Absent,30,NA,M,1A,VIN,30,CP,M,1AY,VIN,1104.0,3.635,9.469999999999999,-2.195,7608800401,-74.726483,46.025492
1,1,8,Present,NA,CP,F,NA,NA,NA,NA,F,NA,90,1102.5,3.3899999999999997,9.23,-2.4450000000000003,7608800402,-74.725384,46.021365
1,1,5,Present,NA,NA,F,NA,90,NA,NA,F,NA,90,1093.5,3.465,9.425,-2.49,7608800402,-74.725384,46.021365
1,1,8,Present,NA,NA,F,NA,90,30,NA,F,1A,VIN,1099.0,2.9450000000000003,9.004999999999999,-3.12,7608800402,-74.725384,46.021365
1,1,10,Present,30,NA,F,1A,VIN,30,CP,F,1AY,VIN,1102.5,3.67,9.5,-2.165,7608800402,-74.725384,46.021365
1,1,7,Present,NA,NA,F,NA,NA,NA,NA,F,NA,9050,1108.5,2.465,8.54,-3.6100000000000003,7608801802,-75.188842,46.41126
1,1,6,Present,NA,NA,F,NA,9050,NA,NA,F,NA,VIN,1093.0,2.48,8.655000000000001,-3.6950000000000003,7608801802,-75.188842,46.41126
1,1,6,Present,NA,NA,F,NA,VIN,30,NA,F,1AY,VIN,1079.5,2.385,8.600000000000001,-3.835,7608801802,-75.188842,46.41126
1,1,11,Present,30,NA,F,1AY,VIN,30,CP,F,1AY,VIN,1186.0,4.01,9.645,-1.625,7608801802,-75.188842,46.41126
0,0,10,Absent,NA,CP,M,NA,NA,NA,NA,M,NA,50,1143.5,0.95,7.199999999999999,-5.305,7608804701,-74.753828,46.984856
0,0,11,Absent,NA,NA,M,NA,50,20,EL,M,1AM,VIN,1085.5,1.21,7.48,-5.0649999999999995,7608804701,-74.753828,46.984856
0,0,10,Absent,20,EL,M,1AM,VIN,20,EL,M,1AY,VIN,1062.0,1.6300000000000001,7.805,-4.55,7608804701,-74.753828,46.984856
1,1,7,Present,NA,NA,F,NA,NA,NA,NA,F,NA,9050,1105.5,2.5,8.58,-3.58,7608801801,-75.194771,46.41098
1,1,6,Present,NA,NA,F,NA,9050,NA,NA,F,NA,VIN,1090.5,2.51,8.690000000000001,-3.665,7608801801,-75.194771,46.41098
1,1,6,Present,NA,NA,F,NA,VIN,20,NA,F,1AY,VIN,1077.0,2.415,8.635,-3.8049999999999997,7608801801,-75.194771,46.41098
1,1,11,Present,20,NA,F,1AY,VIN,30,CP,F,1AM,VIN,1182.5,4.045,9.684999999999999,-1.595,7608801801,-75.194771,46.41098
1,1,9,Present,20,NA,F,1AY,JIN,20,NA,F,R1A,JIN,1046.0,3.63,9.335,-2.065,9401201202,-76.087954,45.817544
0,0,9,Absent,20,NA,M,2BE,50,20,CP,M,2BE,70,1042.0,3.69,9.395,-2.01,9401201201,-76.082868,45.816203
0,0,7,Absent,NA,NA,M,NA,NA,NA,NA,M,NA,50,1075.0,2.14,8.07,-3.785,7309800101,-74.96565,46.983432
0,0,17,Absent,NA,NA,M,NA,50,20,NA,M,2A,10,1026.5,1.245,7.5649999999999995,-5.075,7309800101,-74.96565,46.983432
0,0,9,Absent,20,NA,M,2A,10,20,NA,M,2A,30,1135.5,2.94,8.855,-2.97,7309800101,-74.96565,46.983432
0,0,7,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,50,1075.0,2.14,8.07,-3.785,7309800102,-74.961516,46.984716
0,0,17,Absent,NA,NA,R,NA,50,60,NA,M,7E,10,1026.5,1.245,7.5649999999999995,-5.075,7309800102,-74.961516,46.984716
0,0,9,Absent,60,NA,M,7E,10,60,NA,R,7E,10,1135.5,2.94,8.855,-2.975,7309800102,-74.961516,46.984716
0,0,12,Absent,NA,NA,R,NA,120,NA,NA,R,NA,120,1077.5,-2.6100000000000003,2.25,-7.465,7709803302,-63.212147,51.420159
0,0,12,Absent,NA,NA,R,NA,120,60,NA,R,7T,120,1081.0,-1.985,2.73,-6.699999999999999,7709803302,-63.212147,51.420159
0,0,12,Absent,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,1077.5,-2.605,2.25,-7.459999999999999,7709803301,-63.215519,51.416829
0,0,12,Absent,NA,NA,NA,NA,NA,20,NA,NA,1A,NA,1081.0,-1.98,2.73,-6.699999999999999,7709803301,-63.215519,51.416829
0,0,8,Absent,NA,NA,M,NA,30,NA,NA,R,NA,30,1327.5,0.71,6.324999999999999,-4.91,7608600102,-74.295303,46.247765
0,0,13,Absent,NA,NA,R,NA,30,30,NA,R,1AY,50,1240.0,0.965,6.595,-4.67,7608600102,-74.295303,46.247765
0,0,8,Absent,NA,EL,R,NA,50,NA,NA,R,NA,50,1315.0,0.82,6.465,-4.82,7608600101,-74.298529,46.251107
0,0,13,Absent,NA,NA,R,NA,50,30,NA,R,1A,50,1228.0,1.08,6.734999999999999,-4.58,7608600101,-74.298529,46.251107
1,1,11,Present,30,CP,F,1AY,JIN,30,NA,F,1A,JIN,1178.5,4.5600000000000005,9.93,-0.8099999999999999,9701000402,-74.579115,45.681261
1,1,11,Present,30,CP,F,1AY,JIN,30,NA,F,1AY,JIR,1171.5,4.65,10.03,-0.7250000000000001,9701000401,-74.583774,45.683196
1,1,7,Present,NA,NA,R,NA,9050,NA,CP,M,NA,50,846.5,2.62,8.905,-3.665,7109605601,-76.224901,46.579708
1,1,14,Present,NA,CP,M,NA,50,10,NA,M,R1A,50,936.5,2.145,8.445,-4.145,7109605601,-76.224901,46.579708
1,0,11,Extinction,10,NA,M,R1A,50,10,NA,M,R1A,50,1089.5,2.7350000000000003,8.795,-3.3200000000000003,7109605601,-76.224901,46.579708
1,1,7,Present,NA,EL,M,NA,9030,NA,CP,F,NA,50,853.5,2.505,8.780000000000001,-3.7700000000000005,7109605602,-76.232074,46.581255
1,1,14,Present,NA,CP,F,NA,50,30,NA,F,1A,90,942.5,2.035,8.32,-4.245,7109605602,-76.232074,46.581255
1,1,11,Present,30,NA,F,1A,90,30,NA,F,1AY,90,1095.0,2.63,8.675,-3.415,7109605602,-76.232074,46.581255
0,0,18,Absent,20,NA,M,1AM,50,10,NA,M,M1A,10,953.0,1.46,7.075,-4.16,9204303701,-72.533538,49.43384
0,0,18,Absent,30,NA,R,1A,120,30,EL,R,1AY,30,951.0,1.4949999999999999,7.115,-4.13,9204303702,-72.53024,49.430476
0,0,8,Absent,NA,NA,R,NA,90,NA,NA,NA,NA,50,1019.5,-0.19,5.305,-5.675000000000001,7108900501,-74.233342,49.566696
0,0,13,Absent,NA,NA,NA,NA,50,30,NA,R,1A,30,1044.5,-0.74,4.925000000000001,-6.405,7108900501,-74.233342,49.566696
0,0,18,Absent,30,NA,R,1A,30,30,NA,R,1A,50,976.0,0.615,6.105,-4.885,7108900501,-74.233342,49.566696
0,0,8,Absent,NA,NA,NA,NA,10,NA,NA,M,NA,30,1018.5,-0.175,5.32,-5.665,7108900502,-74.227457,49.567929
0,0,13,Absent,NA,NA,M,NA,30,20,NA,M,1A,50,1043.5,-0.725,4.945,-6.395,7108900502,-74.227457,49.567929
0,0,18,Absent,20,NA,M,1A,50,30,NA,M,1A,VIN,975.0,0.6250000000000001,6.12,-4.87,7108900502,-74.227457,49.567929
0,0,8,Absent,NA,NA,R,NA,90,NA,NA,R,NA,90,860.0,5.675,10.865,0.49,7000500202,-73.646705,45.030189
0,0,7,Absent,NA,NA,R,NA,90,NA,NA,R,NA,90,892.0,5.779999999999999,10.86,0.705,7000500202,-73.646705,45.030189
0,0,12,Absent,NA,NA,R,NA,90,30,CP,R,1AY,120,906.0,6.0600000000000005,11.05,1.065,7000500202,-73.646705,45.030189
0,0,11,Absent,NA,CP,M,NA,50,NA,NA,M,NA,50,1143.0,2.105,7.98,-3.765,7609504802,-72.625976,47.316007
0,0,11,Absent,NA,NA,M,NA,50,10,NA,M,1AD,90,1051.0,3.575,9.305,-2.15,7609504802,-72.625976,47.316007
0,0,9,Absent,10,NA,M,1AD,90,10,NA,M,1AD,VIN,1087.0,3.265,8.93,-2.4,7609504802,-72.625976,47.316007
0,1,11,Colonization,NA,CP,F,NA,70,NA,NA,F,NA,70,1129.0,2.26,8.145,-3.625,7609504801,-72.620628,47.317019
1,1,11,Present,NA,NA,F,NA,70,20,NA,F,1A,JIN,1038.5,3.7199999999999998,9.469999999999999,-2.02,7609504801,-72.620628,47.317019
1,1,9,Present,20,NA,F,1A,JIN,30,NA,F,1A,JIN,1074.5,3.41,9.09,-2.265,7609504801,-72.620628,47.317019
0,0,8,Absent,NA,NA,F,NA,NA,NA,NA,M,NA,90,858.0,5.695,10.885,0.51,7000500201,-73.650191,45.033379
0,0,7,Absent,NA,NA,M,NA,90,NA,NA,F,NA,70,890.5,5.800000000000001,10.879999999999999,0.725,7000500201,-73.650191,45.033379
0,0,12,Absent,NA,NA,F,NA,70,30,NA,F,1AY,VIN,905.0,6.075,11.07,1.085,7000500201,-73.650191,45.033379
0,0,8,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,30,964.5,2.9050000000000002,8.33,-2.525,7000407102,-70.76317,45.787238
0,0,7,Absent,NA,NA,R,NA,30,NA,NA,R,NA,30,1020.0,2.8,8.29,-2.695,7000407102,-70.76317,45.787238
0,0,12,Absent,NA,NA,R,NA,30,40,NA,R,1A,50,1064.5,2.83,8.315,-2.6550000000000002,7000407102,-70.76317,45.787238
0,0,13,Absent,40,NA,R,1A,50,40,NA,R,1A,70,1170.0,4.105,9.24,-1.0250000000000001,7000407102,-70.76317,45.787238
0,0,8,Absent,NA,NA,R,NA,30,NA,NA,R,NA,50,965.5,2.91,8.34,-2.52,7000407101,-70.766949,45.78399
0,0,7,Absent,NA,NA,R,NA,50,NA,NA,R,NA,50,1021.0,2.81,8.305,-2.685,7000407101,-70.766949,45.78399
0,0,12,Absent,NA,NA,R,NA,50,40,CP,R,1A,70,1065.0,2.8449999999999998,8.33,-2.645,7000407101,-70.766949,45.78399
0,0,13,Absent,40,CP,R,1A,70,40,NA,M,1A,10,1170.0,4.12,9.25,-1.015,7000407101,-70.766949,45.78399
0,0,10,Absent,NA,EL,R,NA,90,20,EL,R,1AM,90,870.5,2.0,7.01,-3.01,8901801801,-67.684246,49.469771
1,1,7,Present,NA,NA,F,NA,9050,NA,NA,F,NA,9050,822.0,3.7750000000000004,9.715,-2.16,7100805702,-76.7052,45.914973
1,1,16,Present,NA,NA,F,NA,9050,30,NA,F,1AY,JIN,824.5,3.61,9.585,-2.365,7100805702,-76.7052,45.914973
1,1,9,Present,30,NA,F,1AY,JIN,30,NA,F,1AY,VIN,953.5,4.09,9.89,-1.705,7100805702,-76.7052,45.914973
0,0,10,Absent,NA,EL,R,NA,5090,20,EL,M,1AM,70,871.0,2.0,7.01,-3.015,8901801802,-67.684232,49.47362
0,0,5,Absent,NA,NA,NA,NA,NA,NA,NA,F,NA,10,891.0,1.295,7.140000000000001,-4.555,7501500101,-72.134546,48.848922
0,0,15,Absent,NA,NA,F,NA,10,20,NA,R,9S,10,909.0,1.2850000000000001,7.115,-4.55,7501500101,-72.134546,48.848922
0,0,12,Absent,20,NA,R,9S,10,NA,NA,NA,NA,NA,867.5,2.005,7.795,-3.785,7501500101,-72.134546,48.848922
0,0,5,Absent,NA,NA,F,NA,10,NA,NA,F,NA,10,890.5,1.295,7.140000000000001,-4.555,7501500102,-72.139912,48.849729
0,0,15,Absent,NA,NA,F,NA,10,23,NA,R,9S,10,909.0,1.2850000000000001,7.115,-4.55,7501500102,-72.139912,48.849729
0,0,12,Absent,23,NA,R,9S,10,30,NA,M,9S,10,867.0,2.005,7.795,-3.785,7501500102,-72.139912,48.849729
0,0,7,Absent,NA,NA,F,NA,NA,NA,NA,F,NA,50,1061.5,1.01,6.75,-4.7299999999999995,7309803901,-74.632437,47.483869
0,0,17,Absent,NA,NA,F,NA,50,40,NA,F,1AY,JIN,1049.5,0.13999999999999999,6.23,-5.949999999999999,7309803901,-74.632437,47.483869
0,0,9,Absent,40,NA,F,1AY,JIN,30,NA,F,1A,70,1197.0,1.84,7.584999999999999,-3.905,7309803901,-74.632437,47.483869
0,0,7,Absent,NA,NA,R,NA,NA,NA,CP,R,NA,90,1055.0,1.1,6.845,-4.65,7309803902,-74.637884,47.48275
0,0,17,Absent,NA,CP,R,NA,90,60,NA,NA,7E,NA,1043.0,0.23,6.33,-5.869999999999999,7309803902,-74.637884,47.48275
0,0,9,Absent,60,NA,NA,7E,NA,60,NA,NA,7E,NA,1190.0,1.93,7.6850000000000005,-3.8249999999999997,7309803902,-74.637884,47.48275
0,0,10,Absent,NA,NA,R,NA,120,30,CHP,R,1A,VIN,898.0,-2.09,3.26,-7.43,9100302601,-68.18148,51.501634
0,0,11,Absent,30,NA,M,1AY,5090,30,NA,M,1AY,9050,1325.5,0.735,5.77,-4.300000000000001,9203800901,-70.648541,47.233569
0,0,10,Absent,NA,NA,R,NA,NA,NA,NA,NA,NA,NA,1734.0,-0.375,5.16,-5.904999999999999,7609300701,-71.582081,47.283913
0,0,17,Absent,NA,NA,NA,NA,NA,30,NA,M,1A,30,1533.5,0.195,5.4399999999999995,-5.045,7609300701,-71.582081,47.283913
0,0,10,Absent,NA,NA,R,NA,120,40,NA,R,1A,VIN,815.0,-0.8999999999999999,4.6450000000000005,-6.4350000000000005,9100303602,-68.298935,51.586919
0,0,10,Absent,NA,NA,R,NA,70,30,NA,R,1AY,90,813.5,-0.85,4.69,-6.4,9100303601,-68.299454,51.583086
