"id_plot","yr_measured","lat","lon","ers","drainage","disturbance","cover_type","soil","age_stand","annual_pp","annual_mean_temp","annual_min_temp","annual_max_temp"
7501001001,1996,-76.366541,48.266569,NA,30,NA,"R","1A","70",1064,0.68,-5.2,6.55
7501100502,1993,-70.08181,47.081107,NA,40,NA,"M","1A","10",1170,2.23,-2.93,7.4
7501109601,1995,-66.999347,48.683444,0.149202089100613,20,NA,"F","1A","JIN",1211,2.12,-2.61,6.85
7501405501,1996,-78.683759,48.816927,NA,40,NA,"F","4GA","30",849,0.23,-6.04,6.51
7501704202,2005,-78.581516,47.98041,NA,30,NA,"F","1AY","10",734,3.05,-3.08,9.19
7601700501,1997,-74.282363,45.617056,NA,40,NA,"F","5A","JIN",986,5.06,-0.22,10.35
7601803202,1997,-74.611513,45.946238,0.537237476505083,30,NA,"F","1AY","VIN",1071,3.56,-2.19,9.31
7601804102,2008,-74.145549,46.014784,0.957121544833483,20,NA,"F","R1A","JIN",1355,4.23,-1.35,9.81
7601903202,2003,-71.816883,46.962134,0.297868536653789,20,NA,"F","1AM","VIN",1429,3.19,-2.02,8.39
7608801801,1995,-75.194771,46.41098,0.957658757177247,20,NA,"F","1AY","VIN",1042,3.17,-2.77,9.11
7609509601,2010,0,0,NA,30,NA,"R","1A","10",1040,4.24,-1.2,9.67
7609512202,1998,-73.679065,47.702956,NA,30,NA,"R","1A","70",968,3.4,-2.38,9.18
7609608801,2010,0,0,NA,20,NA,"R","2BE","90",1000,4.75,-0.74,10.25
7701204701,2001,-66.748253,52.399374,NA,20,NA,"R","2A","5070",863,-0.89,-6.07,4.29
8509702201,1993,-69.882875,47.000395,NA,30,NA,"M","1A","30",1147,2.36,-2.89,7.61
8809401001,2003,-75.908766,46.379785,NA,30,NA,"M","2BE","JIN",1101,3.78,-2.17,9.73
8902001801,2002,-64.500406,50.783248,NA,20,NA,"M","1AM","50",1004,-0.85,-5.55,3.85
8909201002,2003,-77.43061,46.509702,NA,30,NA,"M","1A","VIN",1008,3.31,-2.32,8.95
8909201502,1997,-72.130513,46.91982,NA,40,NA,"R","2BE","50",1078,2.74,-2.82,8.3
8909205102,2005,-65.088478,48.419217,NA,30,NA,"R","8AY","50",1176,3.07,-1.27,7.41
9003106202,1999,-79.390749,50.649709,NA,30,NA,"R","2A","7070",853,1.83,-4.12,7.77
9003300701,1999,-75.034421,50.648986,NA,40,NA,"R","1A","120",1011,0.64,-4.9,6.17
9003400801,1999,-74.12975,50.88448,NA,30,NA,"M","1AY","30",995,0.59,-4.92,6.11
9003502402,1998,-71.648091,51.638503,NA,20,NA,"R","1A","50",998,-0.47,-5.58,4.64
9009105502,2003,-67.817698,48.291874,NA,30,NA,"R","1A","50",1134,1.67,-3.54,6.88
9100400202,1998,-70.094387,51.537444,NA,40,NA,"R","1A","120",1045,-0.73,-5.72,4.27
9100401002,2001,-68.080803,51.71205,NA,30,NA,"R","1A","VIN",895,-0.23,-5.34,4.88
9203803502,2003,-71.311501,47.565479,NA,20,NA,"R","1AY","50",1353,-0.37,-5.28,4.54
9204400702,1992,-74.353702,48.530797,NA,20,NA,"F","1AY","50",986,-0.43,-6.56,5.69
9209800102,1992,-71.635624,46.362458,NA,40,NA,"R","3AN",NA,1086,3.69,-1.48,8.86
9303700802,1993,-70.360798,46.76691,NA,41,NA,"R","1A","10",1299,2.11,-3.15,7.38
9303703401,1993,-69.882894,47.13332,NA,30,NA,"M","1A","50",1109,2.36,-2.84,7.57
9401200502,2003,-75.296331,45.697167,0.0169960162559208,20,NA,"F","1AM","JIN",1158,4.1,-1.34,9.54
9402301002,1994,-76.196463,45.703222,0.00839197937590173,20,NA,"R","1AM","50",922,4.02,-1.76,9.81
9509703001,1995,-71.111965,47.262994,NA,30,NA,"R","1AY","30",1531,0.68,-4.49,5.85
9700900201,1997,-75.015738,46.166739,0.057680426518072,31,NA,"M","1AY","120",1011,2.94,-3.1,8.98
9809901101,1998,-71.142223,47.308617,NA,30,NA,"M","1AY","5090",1475,1.97,-3.14,7.09
7000413202,1993,-71.164094,46.336469,NA,20,NA,"M","R1A","50",1397,2.36,-3,7.72
7000413702,2010,-71.163307,46.397051,1.00440801205715,40,NA,"F","2BE","VIN",1124,6.02,1.19,10.85
7000503101,2009,-72.965169,45.816909,1.12325289134613,30,NA,"M","5A","VIN",1066,6.05,1.24,10.86
7000600601,2005,-71.832031,46.533828,0.0373299747062807,41,NA,"M","3AN","VIN",1285,5.39,0.25,10.53
7000603802,1993,-70.554772,46.900798,NA,30,NA,"F","1AY","10",1235,3.17,-1.85,8.19
7009900102,1995,-71.299585,47.746491,NA,30,NA,"M","1AY","50",1430,-0.5,-5.66,4.66
7009901002,1995,-71.569397,48.170083,NA,20,NA,"F","2BE","10",1042,1.71,-3.74,7.17
7101004001,1999,-73.749111,51.266591,NA,30,NA,"R","1A","30",982,0.24,-5.19,5.68
7102500202,2002,-61.217145,50.632607,NA,30,NA,"R","1AM","120",1095,0.74,-3.52,5.01
7109803702,1994,-77.195157,46.499224,NA,20,NA,"M","1A","70",941,2.96,-2.89,8.82
7200501502,1997,-79.41259,47.10351,NA,31,NA,"F","R1A","70",878,2.42,-3.62,8.45
7200700701,2007,-77.315722,49.250176,NA,30,NA,"M","4GA","10",843,1.22,-4.52,6.96
7208800202,2003,-78.314123,46.69414,NA,40,NA,"M","1AY","5050",999,3.11,-2.4,8.61
7209200702,1996,-78.933166,46.929886,NA,30,NA,"F","1AM","10",963,2.67,-3.03,8.38
7209400102,2003,-76.616221,46.814086,0.146241923422768,30,NA,"F","1AY","90",1088,2.31,-3.5,8.11
7209602702,1994,-77.319025,46.803343,NA,40,NA,"M","1AY","30",969,2.27,-3.57,8.11
7209901202,1997,-78.230334,46.687389,0.148617752867046,30,NA,"M","1A","12050",942,2.17,-3.8,8.15
7300801501,2010,0,0,NA,30,NA,"M","1AY","70",971,3.56,-1.68,8.79
7309500401,2010,0,0,NA,30,NA,"M","1A","JIN",962,3.32,-1.9,8.54
7409700302,2007,-72.833463,47.895314,NA,30,NA,"M","1AY","50",936,2.51,-3.24,8.25
7501001501,2007,-76.849256,48.31642,NA,40,NA,"R","4GA","30",876,1.91,-3.75,7.57
7501101102,1992,-69.761129,47.250979,NA,20,NA,"M","1AY","50",1126,1.9,-3.02,6.83
7501202001,2007,-76.682451,48.76736,NA,40,NA,"R","4GS","70",893,1.16,-4.55,6.86
7501301202,1999,-63.127339,49.734233,NA,40,NA,"R","8AM","50",1277,3.48,-0.8,7.75
7501502401,1998,-70.948965,51.617459,NA,30,NA,"R","1A","30",1062,-1.28,-6.28,3.73
7506900501,2003,-66.64869,48.300407,NA,30,NA,"M","8AY","10",1111,1.63,-3.35,6.6
7601200702,2005,-65.196418,48.668667,NA,30,NA,"R","8AY","50",1204,2.24,-2.19,6.68
7601803002,1997,-74.349766,45.936733,0.805502785584096,30,NA,"F","1AY","VIN",1130,2.66,-2.97,8.28
7607906102,2007,-72.337174,47.497094,NA,30,NA,"F","1A","JIN",1099,2.23,-3.39,7.86
7608605002,2009,-74.16646,46.679974,NA,34,NA,"F","1AY","30",1039,2.5,-3.44,8.45
7608801902,1997,-74.681749,46.437269,0.460683932120571,20,NA,"F","1AY","JIN",1005,2.37,-3.96,8.7
7608803201,2006,-75.055296,46.551894,1.17712649296621,30,NA,"F","1A","VIN",1296,5.01,-0.39,10.42
7608902301,1995,-75.282654,46.233986,0.0596706254641211,30,NA,"M","1AY","JIN",1042,3.39,-2.43,9.22
7609001401,1995,-75.534058,46.18438,0.46883950664929,20,NA,"F","1AY","VIN",1016,3.45,-2.33,9.23
7609200202,1997,-73.060702,46.684616,NA,20,NA,"M","1AM","VIN",981,2.06,-3.81,7.92
7609507702,1997,-72.200955,47.455944,NA,30,NA,"F","1A","VIN",1109,1.42,-4.21,7.05
7609509001,1998,-72.49588,47.50078,NA,30,NA,"R","2A","70",1102,3.64,-1.84,9.11
7609605902,2010,0,0,NA,20,NA,"M","2BE","70",1038,5.22,-0.32,10.76
7701403701,2001,-66.314468,51.234032,NA,20,NA,"M","1AM","30",989,-0.32,-5.13,4.49
8809410401,1995,-72.415532,48.299844,NA,30,NA,"R","2BE","3050",988,1.44,-4.12,7
8902003402,2001,-63.163383,51.1809,NA,30,NA,"R","1AY","120",1070,-0.41,-4.88,4.05
8909201101,1997,-72.913975,46.576655,NA,30,NA,"R","1AY","50",912,3.06,-2.71,8.84
8909202801,2003,-66.29231,48.078932,NA,40,NA,"M","5G","VIN",1020,3.84,-1.4,9.09
8909207002,2005,-64.705626,49.005072,NA,40,NA,"M","8AY","30",1145,3.38,-1.36,8.12
8909901101,1999,-62.632338,49.566762,NA,30,NA,"R","8AM","120",1301,3.72,-0.42,7.86
9109604302,2003,-76.089309,46.219958,NA,20,NA,"F","1AM","JIN",1148,3.26,-2.55,9.08
9204303601,2010,-72.698786,49.417163,NA,30,NA,"F","1AY","30",909,3.58,-1.68,8.83
9204304701,2010,-72.882804,49.533977,NA,40,NA,"R","1A","50",953,2.64,-2.56,7.84
9204305602,2010,-72.672097,49.765546,NA,20,NA,"R","1A","30",950,2.57,-2.57,7.7
9401204401,1994,-75.916115,46.633741,NA,40,NA,"M","1AM","50",957,3.15,-2.89,9.19
9509902302,2009,-71.930035,46.202979,NA,40,NA,"R","5S","50",1189,5.05,0.07,10.03
9801706601,1998,-72.74887,47.516794,NA,20,NA,"M","1AM","30",1003,4.18,-1.44,9.81
7000701602,1992,-71.602787,46.314167,NA,40,NA,"R","1A","70",1075,3.69,-1.45,8.82
7100606501,1995,-71.100029,48.016727,NA,30,NA,"M","1AY","10",1284,-0.07,-5.27,5.14
7100809601,1995,-75.465324,46.366905,0.0648998064360213,20,NA,"F","1AM","70",973,3.69,-2.23,9.61
7101004202,1999,-72.703285,51.320829,NA,40,NA,"R","1A","VIN",966,0.34,-5.12,5.8
7109601102,1992,-75.905028,46.045989,0.0876190191086193,20,NA,"F","1AY","VIN",1045,3.32,-2.54,9.18
7200701001,2007,-77.883383,49.316944,NA,30,NA,"F","4GA","10",830,1.05,-4.68,6.78
7303500302,2006,-75.332365,47.66291,NA,30,NA,"M","1A","50",1237,3.72,-1.46,8.9
7409802601,2007,-72.867773,48.400521,NA,30,NA,"R","1AY","30",941,1.05,-4.64,6.74
7409901901,2001,-68.266548,51.082835,NA,30,NA,"R","1AY","90",946,0.04,-4.92,5
7501101001,1993,-69.915438,47.232885,NA,30,NA,"F","1A","50",1077,2.4,-2.77,7.57
7501103102,2000,-69.397135,47.552603,NA,20,NA,"M","1AY","70",1152,2.33,-2.72,7.38
7501404402,1996,-78.433247,48.563141,NA,30,NA,"F","4GA","10",854,0.55,-5.62,6.73
7501703801,1996,-79.08369,47.91664,NA,20,NA,"M","1AY","50",860,1.22,-4.82,7.25
7601300101,2003,-69.715688,48.183186,NA,30,NA,"R","1AM","70",1086,2.46,-2.32,7.25
7601502402,1997,-73.915822,46.262596,NA,30,NA,"R","4GS","70",1016,2.5,-3.43,8.44
7601505701,2007,-74.500521,46.863723,0.178936478168677,30,NA,"F","1AY","VIN",1116,2.28,-3.73,8.28
7601602002,1992,-74.849564,45.75371,0.245113342018383,20,NA,"F","1AM","30",1134,3.46,-2.02,8.94
7601602402,1992,-75.530181,45.753374,NA,20,NA,"F","R1A","JIN",1061,3.65,-1.92,9.22
7601805102,2008,-74.249687,46.087307,0.250519237577048,20,NA,"F","1A","10",1397,3.5,-2.17,9.17
7607905202,1997,-72.420803,47.369051,NA,20,NA,"M","1AY","50",1081,1.44,-4.31,7.19
7609504101,1998,-72.55742,47.268893,NA,30,NA,"M","1AY","70",1081,4.39,-1.17,9.94
7609508602,1998,-73.758555,47.490483,NA,20,NA,"R","2BE","70",981,3.43,-2.41,9.28
7609604801,2010,0,0,NA,20,NA,"R","2BE","70",1068,4.52,-0.93,9.96
7609605502,1997,-73.416259,47.246481,NA,20,NA,"R","1A","10",979,1.47,-4.72,7.66
7609801002,2005,-65.582738,48.43662,NA,30,NA,"R","1AY","30",1184,2.88,-1.61,7.38
7701300901,2001,-67.083766,50.467114,NA,30,NA,"R","1AM","70",943,1.29,-3.54,6.11
7701403901,2001,-66.147865,51.300684,NA,41,NA,"R","7TY","120",1004,-0.63,-5.4,4.15
7709801601,2002,-62.899397,50.849602,NA,41,NA,"R","1A","JIN",1058,-0.79,-5.28,3.7
7709900801,2001,-67.870388,50.716421,NA,30,NA,"R","1AM","120",1013,-0.39,-5.14,4.35
8509701101,1994,-72.483908,46.166767,0.191922251402291,30,NA,"F","1A","50",1088,4.62,-0.52,9.76
8509702001,1993,-69.999753,46.933489,NA,30,NA,"F","1A","30",1181,2.36,-2.9,7.61
8809413202,1997,-77.922948,48.801231,NA,20,NA,"R","2A","30",918,0.21,-6.01,6.43
8901803302,1999,-67.44982,49.600751,NA,20,NA,"M","1AY","30",1024,2.44,-2.3,7.17
9003405901,1999,-73.96698,51.992568,NA,40,NA,"R","1A","70",939,-0.03,-5.31,5.26
9203202802,2003,-69.583157,48.596631,NA,20,NA,"M","1AY","JIN",1055,1.7,-3.03,6.43
9204302102,2010,-74.24573,49.120508,NA,30,NA,"R","2BE","10",946,3.01,-2.23,8.24
9204302401,1992,-73.082926,49.166651,NA,20,NA,"M","1AY","30",964,-0.49,-6.5,5.52
9204503902,2007,-76.216336,48.790466,NA,30,NA,"R","1AY","10",917,1.01,-4.69,6.72
9204504202,2007,-75.648472,48.837259,NA,30,NA,"R","1A","10",926,1.09,-4.65,6.83
9204601302,1992,-75.336758,49.520334,NA,30,NA,"R","1A","50",972,-1.1,-6.92,4.71
9303801602,2003,-71.590903,47.157211,NA,30,NA,"M","1AY","30",1415,1.16,-3.86,6.18
9303801801,2003,-71.532669,47.183006,NA,30,NA,"R","1A","10",1409,1.17,-3.85,6.18
9309800702,1993,-75.888486,46.631924,NA,30,NA,"F","4GA","30",1067,3.05,-2.96,9.07
9500802401,2007,-71.216799,48.499965,NA,20,NA,"M","5S","10",929,2.84,-2.53,8.22
9500804001,1995,-71.384776,48.666448,NA,20,NA,"F","5S","30",953,2.17,-3.58,7.93
9509900402,1995,-72.462973,45.786344,NA,30,NA,"M","5S","JIN",1140,5.77,0.62,10.92
9609901501,2001,-71.16692,47.279492,NA,20,NA,"R","1AY","10",1202,1.55,-3.47,6.56
9700700102,2005,-65.199166,48.079446,0.123855719571451,30,NA,"F","1AY","50",1103,4.77,0.41,9.12
9709600901,2005,-65.078473,49.202141,NA,30,NA,"M","8AM","10",1177,2.03,-2.63,6.69
7000400302,1997,-71.577561,45.051909,0.0734897061490992,30,NA,"F","1AM","10",1199,3.25,-2.39,8.89
7000405001,1997,-71.88159,45.583341,0.00188574099031727,30,NA,"F","1A","30",1115,4.39,-0.82,9.59
7000405502,2008,-71.778966,45.684705,NA,40,NA,"F","1A","10",1336,5.47,0.14,10.8
7000600801,2003,-70.432682,46.58429,NA,30,NA,"F","8AY","10",1329,1.07,-4.07,6.21
7102100702,2003,-59.964181,50.821213,NA,30,NA,"F","1A","10",1059,2.3,-1.96,6.56
7109603602,2003,-75.727769,46.37607,0.29191364777891,30,NA,"F","1A","VIN",1129,3.47,-2.46,9.41
7200700501,2007,-77.316071,49.066405,NA,40,NA,"F","4GA","30",840,1.37,-4.41,7.14
7208801001,1996,-78.503387,46.871606,NA,20,NA,"R","M1A","12070",965,2.58,-3.14,8.3
7209002102,2003,-77.853552,46.380338,0.059395736106932,30,NA,"M","1AY","VIN",991,3.55,-2.02,9.11
7209408702,2003,-76.689969,47.339827,NA,20,NA,"F","1AY","70",1024,2.03,-3.87,7.93
7209600302,1994,-77.504894,46.35077,0.470707183481849,30,NA,"F","1AY","70",953,2.94,-2.86,8.74
7209902802,2003,-77.786728,46.93592,1.08505191007664,30,NA,"F","1AY","VIN",1018,2.44,-3.16,8.05
7209906002,2003,-78.077515,47.251571,NA,40,NA,"R","1AM","JIN",991,2.26,-3.36,7.88
7400700802,2007,-71.814437,48.363278,0.178468380863292,31,NA,"F","1A","VIN",940,2.09,-3.36,7.53
7401203502,1999,-69.879058,52.330278,NA,30,NA,"R","R1A","120",1016,-1.46,-6.55,3.64
7501101101,1992,-69.765417,47.249747,NA,30,NA,"R","1AY","50",1125,1.91,-3.01,6.84
7501102002,1992,-68.971113,47.363042,0.471502791821371,30,NA,"F","1AY","50",1122,1.77,-3.38,6.91
7501201702,2007,-76.905096,48.66818,NA,40,NA,"R","4GA","10",863,1.63,-4.1,7.36
7501401401,2005,-78.50071,48.11612,NA,40,NA,"R","1AM","50",760,2.67,-3.48,8.81
7501402002,2005,-79.216264,48.262789,NA,30,NA,"F","4GA","70",728,2.53,-3.63,8.69
7501600302,2005,-77.733345,47.529308,NA,30,NA,"F","1AM","90",776,3.35,-2.71,9.4
7601303801,1999,-69.902008,50.999719,NA,20,NA,"R","1AM","120",1085,-0.86,-5.97,4.26
7601504001,1997,-74.715843,46.429579,NA,40,NA,"F","1A","JIN",1014,2.28,-4.04,8.6
7607902101,2003,-72.31537,47.017003,0.0486671971949229,30,NA,"F","1AY","10",1245,2.84,-2.72,8.41
7607908502,2010,0,0,NA,20,NA,"R","2BE","10",982,4.27,-1.12,9.66
7608604702,2009,-74.254225,46.665988,0.0327495326173468,30,NA,"F","1AY","10",1049,2.45,-3.48,8.37
7608605101,1997,-74.015102,46.717038,NA,30,NA,"F","1A","JIN",966,1.52,-4.87,7.91
7608804101,1997,-74.691531,46.854103,NA,30,NA,"F","1A","10",1024,1.18,-5.23,7.6
7609501901,2010,-72.637522,47.110154,0.0488910356714912,30,NA,"M","1AY","JIN",1046,5.7,0.22,11.18
7609510302,1998,-73.660894,47.552576,NA,20,NA,"M","1AM","70",975,3.5,-2.32,9.32
7701101402,2001,-65.162048,51.686357,NA,30,NA,"R","1A","120",1025,-1.25,-5.96,3.46
7701203702,2001,-67.6521,51.979204,NA,40,NA,"R","1A","120",898,-0.79,-5.88,4.31
7701302101,2001,-66.598728,51.200349,NA,30,NA,"R","1A","120",1028,-1.08,-5.78,3.63
7701400902,2002,-65.312053,50.469593,NA,30,NA,"R","1AY","VIN",989,-0.5,-5.24,4.25
7709802702,2001,-63.945629,51.163445,NA,30,NA,"R","1AY","120",1116,-1.28,-5.68,3.11
8809404301,1996,-78.32026,47.51006,NA,40,NA,"M","1AY","5090",944,1.38,-4.59,7.35
8901903301,2001,-67.184303,51.934787,NA,30,NA,"R","1A","10",912,-0.85,-5.9,4.2
9003102401,1999,-78.169537,50.799646,NA,40,NA,"R","1A","120",898,1.18,-4.61,6.97
9101600101,2001,-68.951503,48.104461,NA,30,NA,"M","1AY","10",950,3.37,-1.46,8.2
9109604801,2010,-70.954018,46.363777,0.657514136645932,41,NA,"F","1A","JIN",1126,5.82,0.96,10.67
9109606402,2003,-70.193098,46.687486,NA,30,NA,"F","1AY","70",1230,2.02,-3.54,7.57
9203003202,2003,-68.546204,47.95299,0.0147411381288067,20,NA,"F","1AY","50",1182,1.75,-3.34,6.83
9203201601,1992,-70.065989,48.499687,NA,20,NA,"M","2AK","10",1262,-0.42,-5.41,4.57
9203802401,1992,-70.882194,47.430444,NA,30,NA,"R","1AY","50",1415,-1.02,-6.12,4.08
9204300102,1992,-73.514851,48.5169,NA,30,NA,"M","1AM","10",1035,-1.07,-6.97,4.83
9204302701,2010,-73.733444,49.200863,NA,20,NA,"R","2A","90",940,3.06,-2.24,8.36
9204303202,1992,-73.794646,49.38497,NA,30,NA,"M","1A","VIN",1000,-1.27,-7.18,4.64
9204305702,2010,-72.979479,49.770069,NA,20,NA,"R","1A","120",942,2.61,-2.56,7.78
9204404202,1992,-73.886023,48.830287,NA,30,NA,"M","2A","10",998,-0.9,-6.88,5.07
9204701602,1992,-74.198459,49.933816,NA,20,NA,"F","1A","30",997,-1.68,-7.49,4.13
9204803501,1992,-72.266043,50.90051,NA,20,NA,"R","1A","90",1077,-3.63,-9.26,2
9303704502,2003,-69.403738,47.467858,NA,40,NA,"F","1A","10",1229,1.33,-3.98,6.64
9304901102,2003,-76.932969,47.43728,NA,30,NA,"F","1AY","120",1008,1.98,-3.89,7.85
9305003502,1993,-76.89602,47.837209,NA,30,NA,"F","1AY","70",995,0.67,-5.34,6.67
9309600302,2003,-75.846621,46.208979,NA,30,NA,"M","5A","JIN",1119,3.95,-1.95,9.84
9500700501,1995,-67.416518,48.30002,NA,30,NA,"M","1A","JIN",1156,2.15,-2.97,7.27
9700900401,2008,-74.733082,46.233039,NA,20,NA,"F","R1A","70",1323,4.07,-1.85,9.99
9709902401,2007,-71.103908,47.302431,NA,41,NA,"R","1A","50",1460,0.43,-4.64,5.5
9809902302,2003,0,0,NA,20,NA,"R","1A","50",1409,0.13,-4.78,5.03
7000403901,1997,-71.633327,45.516382,1.14670095351436,30,NA,"F","1A","120",1102,4.32,-0.96,9.6
7009800301,1992,-71.349892,47.399862,NA,40,NA,"R","1A","30",1398,-0.49,-5.74,4.76
7009801202,1992,-71.399144,47.667146,NA,40,NA,"R","1AY","70",1377,-1.38,-6.61,3.85
7100802001,1994,-76.233376,45.666601,0.334079318977229,20,NA,"F","1AM","JIN",936,3.82,-1.96,9.59
7100803002,1994,-76.446602,45.714203,0.093127801826689,20,NA,"F","5S","70",888,4.16,-1.72,10.03
7100807001,2003,-76.866869,46.015685,0.204614285722793,30,NA,"F","1AY","30",1027,4.06,-1.62,9.73
7100813301,1997,-75.366697,46.834075,0.268894413007894,30,NA,"F","1A","JIN",1007,1.5,-4.9,7.9
7100901002,2010,-73.353292,50.280251,NA,30,NA,"R","1AM","30",917,2.38,-2.72,7.47
7101000302,1992,-73.869511,49.120023,NA,20,NA,"R","1A","120",986,-0.91,-6.87,5.05
7101004902,1998,-71.716573,51.416421,NA,30,NA,"F","1AM","10",1043,-0.71,-5.81,4.39
7209003402,2003,-78.386597,46.536903,0.386787389722832,30,NA,"F","1AY","12030",1023,3.03,-2.43,8.49
7209410201,1993,-75.493355,47.4184,NA,40,NA,"M","1A","50120",1071,0.95,-5.14,7.05
7209700402,2003,-77.930364,46.34677,NA,20,NA,"M","2AK","30",1009,3.33,-2.21,8.87
7303600401,1998,-74.484149,48.46732,NA,30,NA,"R","1A","30",968,2.76,-2.92,8.43
7309601802,2003,-76.019513,47.87417,NA,40,NA,"R","1AA","120",1003,1.1,-4.89,7.09
7401201401,2001,-69.180941,50.41631,NA,20,NA,"R","R1A","70",954,0.92,-4.06,5.9
7401602401,2001,-68.733055,51.733898,NA,30,NA,"R","1A","VIN",909,-0.51,-5.59,4.58
7501110101,2003,-67.199245,48.899033,NA,30,NA,"F","8AY","10",934,1.89,-2.97,6.74
7501401101,1996,-77.53298,48.10035,NA,34,NA,"R","1A","10",935,0.99,-5.06,7.05
7501410202,1999,-79.000833,50.478617,NA,40,NA,"R","5S","120",869,1.74,-4.24,7.72
7507500601,1998,-71.749767,50.233524,NA,30,NA,"R","1AY","120",1109,0.37,-4.9,5.65
7601201602,1995,-66.649319,48.770465,NA,30,NA,"R","1A","50",1280,1.68,-2.98,6.34
7601202001,2003,-65.949042,48.833886,NA,30,NA,"R","1AY","30",1148,0.39,-4.11,4.9
7601805501,1997,-73.950151,46.117168,0.0451171974963664,20,NA,"M","1AY","50",1035,2.96,-2.81,8.72
7601805502,1997,-73.950094,46.113425,0.173167728658523,20,NA,"F","1AM","30",1040,2.92,-2.84,8.67
7608605801,2009,-74.048244,46.750109,NA,30,NA,"M","1AY","50",1037,2.28,-3.66,8.21
7608901501,2006,-75.249093,46.117012,0.204432858747049,30,NA,"M","1AY","VIR",1345,5.3,0.05,10.55
7608902402,1995,-75.378998,46.230122,0.486661761773105,20,NA,"F","R1A","VIN",1037,3.33,-2.48,9.14
7609502202,1997,-72.018432,47.136111,NA,30,NA,"F","1A","JIN",1208,1.38,-4.11,6.87
7609506102,2010,0,0,NA,30,NA,"M","1A","VIN",1053,4.28,-1.14,9.71
7609508001,2010,0,0,NA,30,NA,"M","1AY","70",1040,4.67,-0.84,10.17
7609509701,1998,-74.054545,47.51409,NA,40,NA,"M","1A","JIN",984,3.26,-2.6,9.12
7609600302,1997,-73.171862,46.815833,0.548487519797588,20,NA,"F","1A","VIN",989,1.73,-4.25,7.72
7609601601,2010,-72.954773,46.949014,NA,30,NA,"F","1AY","10",1081,5.56,0.12,10.99
7609602702,1997,-72.981691,47.083558,0.162070052609717,30,NA,"F","1AY","JIN",997,1.74,-4.27,7.75
8809407502,2005,-79.258444,47.817067,NA,30,NA,"F","4GA","50",678,3.22,-2.85,9.28
8809408302,2005,-78.147356,47.919189,NA,30,NA,"M","4GS","50",756,2.89,-3.22,9
8809408501,1996,-77.36387,47.95137,NA,30,NA,"F","2A","50",957,1.08,-4.94,7.1
8809414001,1997,-78.408906,48.966699,NA,30,NA,"M","4GA","50",876,0.12,-6.17,6.42
8901902601,2001,-67.516525,51.533488,NA,30,NA,"R","1A","120",959,-0.89,-5.81,4.03
9009102302,1998,-72.97431,47.31799,NA,20,NA,"M","1AY","30",971,4.59,-1.16,10.34
9203803602,2003,-71.135888,47.583678,NA,30,NA,"R","1A","30",1342,-0.27,-5.18,4.64
9204100401,2003,-75.149193,45.666566,NA,30,NA,"M","5S","VIN",1131,4.6,-0.79,10
9204603201,1992,-75.615192,50.334492,NA,40,NA,"R","R1A","10",959,-2.15,-7.87,3.56
9204701202,1992,-73.912928,49.853603,NA,20,NA,"R","1A",NA,1010,-1.77,-7.6,4.05
9300100101,1993,-71.694113,46.959828,0.323221189368259,30,NA,"F","1A","JIN",1362,2.77,-2.48,8.03
9303702202,1993,-69.952801,46.980113,NA,40,NA,"F","1AY","10",1159,2.4,-2.84,7.64
9303705502,2000,-69.519225,47.75331,NA,20,NA,"F","1A","5030",1058,3.58,-1.44,8.59
9402303502,2003,-76.161024,46.00124,0.0974859762353815,30,NA,"F","1A","10",1106,4.17,-1.62,9.96
9500701602,2003,-68.18968,48.615672,NA,20,NA,"F","M8A","10",1026,2.93,-2.01,7.86
9509900401,1995,-72.466114,45.783421,NA,30,NA,"M","9S","50",1141,5.77,0.63,10.92
9609900702,2006,-71.115808,47.268551,NA,31,NA,"R","1AY","10",1472,2.32,-2.33,6.97
9700701601,2005,-64.932495,48.199825,0.332903577926623,30,NA,"F","1AY","70",1087,4.73,0.45,9.02
9801700702,1998,-73.112385,45.764568,NA,40,NA,"F","5S","VIN",910,7.79,2.78,12.8
7100608401,2007,-71.26791,48.266439,NA,30,NA,"M","1A","70",1035,1.92,-3.36,7.19
7100800901,2003,-76.583117,45.566426,NA,30,NA,"F","5S","90",984,5.29,-0.35,10.93
7100810001,1995,-75.331917,46.401962,0.499858807112672,20,NA,"F","1AY","JIN",1024,3.2,-2.72,9.13
7100811202,1992,-76.178746,46.468585,0.0477757702794668,30,NA,"M","1AY","70",1088,2.36,-3.77,8.5
7100901502,1992,-74.108965,50.381812,NA,40,NA,"R","1AM","10",994,-2.26,-8.02,3.51
7101002201,1992,-74.782523,49.948052,NA,20,NA,"R","2BP","10",988,-1.68,-7.45,4.09
7109401202,2003,-76.895352,46.150679,0.0603374285048456,20,NA,"F","1AM","70",1018,4.07,-1.63,9.76
7109503502,2006,-74.998718,46.946017,0.93788950000637,30,NA,"F","1A","VIN",1320,3.93,-1.39,9.25
7109803401,1992,-76.599223,46.499768,0.489857546899969,30,NA,"F","1AY","90",1081,1.91,-4.14,7.97
7201501001,2003,-58.047768,51.784665,NA,40,NA,"R","1A","120",1048,1.72,-2.44,5.88
7209402401,2006,-75.774512,46.991384,NA,30,NA,"M","1AY","30",1190,4.95,-0.3,10.19
7209404902,2006,-76.02553,47.121207,NA,40,NA,"M","1AY","10",1199,4.4,-0.78,9.58
7209601801,1994,-77.297991,46.633571,NA,30,NA,"F","1AY","VIN",951,2.72,-3.13,8.56
